,Activity_Type,Date,Title,Distance,Calories,Time,Avg_HR,Max_HR,Aerobic_TE,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Avg_Cadence,Max_Cadence,Normalized_Power,Training_Stress_Score,Max_Avg_Power(20min),Avg_Power,Max_Power,Total_Strokes,Min_Temp,Moving_Time,Elapsed_Time,Min_Elevation,Max_Elevation,Bike
323,Road Cycling,2020-09-10 10:47:25,Praha Silniční cyklistika,56.98,1270.0,0 days 02:10:02,146,185,4.1,26.3,49.5,715,707,79,117,0,0.0,0,0,0,9206,13.0,0 days 02:09:37,0 days 02:14:53,187,371,Roubaix
324,Road Cycling,2020-09-08 17:51:02,Praha Silniční cyklistika,40.46,876.0,0 days 01:30:49,140,172,3.6,26.7,56.4,329,334,76,127,0,0.0,0,0,0,6000,17.0,0 days 01:30:20,0 days 01:34:09,192,349,Roubaix
325,Mountain Biking,2020-09-06 09:47:02,22. 💯 Zřícenina kaple Povýšení sv. Kříže,100.76,2273.0,0 days 04:30:33,139,178,4.4,22.3,44.4,1019,990,0,0,0,0.0,0,0,0,0,14.0,0 days 04:29:27,0 days 05:03:27,180,361,Rockhopper
326,Mountain Biking,2020-09-05 09:44:56,21. 💯 Studený vrch VKP,110.97,2928.0,0 days 05:37:14,147,183,5.0,19.7,55.0,1591,1602,0,0,0,0.0,0,0,0,0,17.0,0 days 05:33:57,0 days 06:03:45,195,670,Rockhopper
327,Road Cycling,2020-09-02 13:27:56,Praha Silniční cyklistika,27.67,548.0,0 days 01:05:38,129,164,2.5,25.3,36.9,129,132,72,103,0,0.0,0,0,0,4188,16.0,0 days 01:04:02,0 days 01:13:57,195,213,Roubaix
328,Mountain Biking,2020-08-23 13:04:39,Slapy slapy a lov VKP,66.42,1861.0,0 days 04:04:57,127,171,3.7,16.3,59.3,1010,1185,0,0,0,0.0,0,0,0,0,12.0,0 days 04:03:24,0 days 06:27:56,265,451,Rockhopper
329,Cycling,2020-08-21 00:39:25,Praha Nekategorizováno,12.09,0.0,0 days 00:39:21,0,0,0.0,18.4,100.4,53,51,0,0,0,0.0,0,0,0,0,0.0,0 days 00:38:40,0 days 00:39:21,185,209,unknown
330,Cycling,2020-08-20 18:55:03,Praha Nekategorizováno,13.54,0.0,0 days 01:15:51,0,0,0.0,10.7,40.9,65,68,0,0,0,0.0,0,0,0,0,0.0,0 days 00:47:00,0 days 01:15:51,185,209,unknown
331,Road Cycling,2020-08-15 09:08:51,Quickie with Mendola,59.96,1696.0,0 days 02:33:14,149,177,4.7,23.5,62.3,1296,1276,79,116,0,0.0,0,0,0,10398,17.0,0 days 02:32:28,0 days 02:33:46,221,1333,Roubaix
332,Mountain Biking,2020-08-14 10:51:55,Caldaro sulla Strada del Vino Horská cyklistika,23.78,513.0,0 days 01:41:35,99,141,0.6,14.0,53.3,472,477,0,0,0,0.0,0,0,0,0,19.0,0 days 01:40:51,0 days 02:04:20,223,573,Rockhopper
333,Road Cycling,2020-08-08 11:59:55,20. 💯 Krakonošův cyklomaraton - individual race,134.84,3173.0,0 days 05:31:06,150,178,5.0,24.4,62.4,2297,2292,79,115,0,0.0,0,0,0,22941,20.0,0 days 05:30:45,0 days 05:47:53,382,1099,Roubaix
334,Road Cycling,2020-08-06 15:08:24,Pecný,84.36,1563.0,0 days 03:26:02,133,170,3.3,24.6,52.2,942,954,75,116,0,0.0,0,0,0,12957,21.0,0 days 03:25:33,0 days 03:40:42,210,532,Roubaix
335,Road Cycling,2020-08-05 18:02:30,3x Zvole -> nastoupat metry před Krakonošem,58.01,1098.0,0 days 02:18:11,133,179,3.3,25.2,59.6,559,569,76,103,0,0.0,0,0,0,9119,18.0,0 days 02:17:59,0 days 02:20:37,189,367,Roubaix
336,Road Cycling,2020-08-02 10:41:07,Učím se jezdit pomalu :-),45.07,842.0,0 days 01:45:33,132,166,3.0,25.6,61.4,275,285,75,111,0,0.0,0,0,0,7190,19.0,0 days 01:45:17,0 days 01:55:06,190,346,Roubaix
337,Road Cycling,2020-07-30 08:48:41,19. 💯 Monte Bondone,165.88,3663.0,0 days 07:03:42,138,173,5.0,23.5,67.6,1998,1991,76,113,0,0.0,0,0,0,29222,22.0,0 days 07:03:07,0 days 07:58:06,210,1604,Roubaix
338,Mountain Biking,2020-07-25 11:20:03,to Trento and back with Karin,88.06,1289.0,0 days 04:00:36,109,136,1.9,22.0,37.9,170,164,0,0,0,0.0,0,0,0,0,25.0,0 days 03:59:55,0 days 04:38:25,202,247,Rockhopper
339,Road Cycling,2020-07-22 09:13:40,18. 💯 Sella Ronda extended,166.79,4417.0,0 days 08:32:08,138,174,5.0,19.5,68.4,3845,4062,72,130,0,0.0,0,0,0,30361,17.0,0 days 08:31:17,0 days 09:59:02,288,2208,Roubaix
340,Gravel Cycling,2020-07-20 10:09:00,Caldaro sulla Strada del Vino Nekategorizováno,16.74,0.0,0 days 00:39:05,0,0,0.0,25.7,48.3,59,384,0,0,0,0.0,0,0,0,0,0.0,0 days 00:38:44,0 days 00:39:05,232,570,Bergamont
341,Road Cycling,2020-07-17 09:10:53,16.+17. 💯Passo Stelvio+Gavia+Tonale+Mendola a 5000m⬆️,200.32,5783.0,0 days 10:37:56,142,174,5.0,18.8,74.6,5134,5470,73,115,0,0.0,0,0,0,38670,4.0,0 days 10:36:53,0 days 11:51:18,432,2704,Roubaix
342,Mountain Biking,2020-07-15 11:45:26,Caldaro sulla Strada del Vino Nekategorizováno,18.02,0.0,0 days 00:41:27,0,0,0.0,26.1,95.1,66,390,0,0,0,0.0,0,0,0,0,0.0,0 days 00:41:15,0 days 00:41:27,233,567,Rockhopper
343,Road Cycling,2020-07-13 09:52:29,15. 💯 Soprabolzano-Castelrotto,104.76,3107.0,0 days 05:03:55,149,181,5.0,20.7,64.7,2362,2045,72,151,0,0.0,0,0,0,18585,17.0,0 days 05:03:10,0 days 06:12:55,241,1210,Roubaix
344,Road Cycling,2020-07-08 09:29:01,Praha Silniční cyklistika,40.39,781.0,0 days 01:29:50,136,165,3.0,27.0,40.2,110,110,79,119,0,0.0,0,0,0,6581,15.0,0 days 01:29:29,0 days 01:48:48,192,213,Roubaix
345,Road Cycling,2020-07-06 10:18:56,14. 💯 Pražské kolo,172.07,3300.0,0 days 06:47:43,140,173,4.5,25.3,55.2,1275,1334,77,193,0,0.0,0,0,0,27760,14.0,0 days 06:46:50,0 days 07:44:17,157,395,Roubaix
346,Mountain Biking,2020-07-04 18:29:27,Praha Horská cyklistika,25.38,410.0,0 days 01:12:36,108,137,1.1,21.0,30.9,79,75,0,0,0,0.0,0,0,0,0,23.0,0 days 01:12:18,0 days 01:14:28,192,208,Rockhopper
347,Mountain Biking,2020-07-04 12:55:02,Praha Horská cyklistika,25.16,546.0,0 days 01:17:45,119,160,2.1,19.4,49.1,241,263,0,0,0,0.0,0,0,0,0,24.0,0 days 01:17:18,0 days 01:31:59,195,379,Rockhopper
348,Road Cycling,2020-07-03 16:13:15,Praha Silniční cyklistika,56.84,1232.0,0 days 02:04:05,144,183,3.8,27.5,62.0,416,423,79,109,0,0.0,0,0,0,8754,20.0,0 days 02:03:46,0 days 02:11:23,194,400,Roubaix
349,Road Cycling,2020-06-29 18:06:12,Praha Silniční cyklistika,54.73,1043.0,0 days 02:03:18,137,169,3.2,26.6,55.9,423,445,80,112,0,0.0,0,0,0,8578,17.0,0 days 02:02:56,0 days 02:09:23,193,310,Roubaix
350,Road Cycling,2020-06-25 15:24:45,Praha Silniční cyklistika,45.39,883.0,0 days 01:40:07,139,179,3.2,27.2,52.5,252,255,79,153,0,0.0,0,0,0,7133,22.0,0 days 01:39:49,0 days 01:43:57,195,350,Roubaix
351,Road Cycling,2020-06-23 16:24:54,Praha Silniční cyklistika,46.52,918.0,0 days 01:58:55,127,196,2.7,23.5,48.9,308,309,77,109,0,0.0,0,0,0,8078,22.0,0 days 01:58:34,0 days 02:03:15,192,374,Roubaix
352,Mountain Biking,2020-06-21 12:05:03,17. Decathlon Cyklomaraton,57.16,1944.0,0 days 02:15:35,168,185,5.0,25.3,51.5,502,502,0,0,0,0.0,0,0,0,0,12.0,0 days 02:15:30,0 days 02:16:22,228,291,Rockhopper
353,Road Cycling,2020-06-19 15:48:16,13. 💯 Beroun,107.09,2412.0,0 days 04:14:17,148,176,5.0,25.3,68.0,1712,1729,78,126,0,0.0,0,0,0,17419,14.0,0 days 04:14:10,0 days 04:19:05,204,472,Roubaix
354,Road Cycling,2020-06-15 16:24:04,Praha Silniční cyklistika,81.66,1877.0,0 days 03:00:27,146,185,4.4,27.2,55.0,768,789,81,112,0,0.0,0,0,0,12847,18.0,0 days 03:00:01,0 days 03:20:18,181,495,Roubaix
355,Road Cycling,2020-06-12 16:04:02,Praha Silniční cyklistika,48.1,1175.0,0 days 01:43:59,151,178,4.1,27.8,54.2,554,565,79,116,0,0.0,0,0,0,7238,23.0,0 days 01:43:36,0 days 01:51:13,211,439,Roubaix
356,Road Cycling,2020-06-06 07:22:51,11 + 12 💯 Ještěd Fondo,261.73,5759.0,0 days 11:20:43,129,176,5.0,23.1,54.2,2654,2703,66,122,0,0.0,0,0,0,38423,6.0,0 days 11:19:20,0 days 17:20:36,151,1011,Roubaix
357,Road Cycling,2020-05-31 09:51:18,10. 💯 SBCRride,105.47,1969.0,0 days 03:32:29,147,181,4.9,29.8,67.2,1101,1110,81,121,0,0.0,0,0,0,15497,6.0,0 days 03:32:20,0 days 03:41:00,194,467,Roubaix
358,Mountain Biking,2020-05-30 11:48:14,9. 💯 Libčice - Lipence,103.59,2502.0,0 days 05:04:36,129,174,3.8,20.4,53.4,971,1045,0,0,0,0.0,0,0,0,0,11.0,0 days 05:02:33,0 days 06:59:08,180,371,Rockhopper
359,Road Cycling,2020-05-27 20:33:18,dojezd,3.33,89.0,0 days 00:09:43,123,132,0.8,22.0,29.6,7,3,69,90,0,0.0,0,0,0,572,15.0,0 days 00:09:00,0 days 00:13:13,194,203,Roubaix
360,Road Cycling,2020-05-27 16:55:57,8. 💯 Svatý Jan,100.31,2168.0,0 days 03:33:22,149,180,5.0,28.2,59.1,783,801,85,118,0,0.0,0,0,0,16952,13.0,0 days 03:33:05,0 days 03:36:59,196,435,Roubaix
361,Mountain Biking,2020-05-21 15:06:33,Cukrák s Hansem,54.96,1365.0,0 days 02:27:16,133,175,3.6,22.4,56.6,469,492,0,0,0,0.0,0,0,0,0,16.0,0 days 02:26:19,0 days 03:21:05,180,399,Rockhopper
362,Road Cycling,2020-05-19 16:48:12,za segmenty,38.39,875.0,0 days 01:34:01,137,179,3.3,24.5,58.7,397,405,73,187,0,0.0,0,0,0,6006,20.0,0 days 01:33:47,0 days 01:38:27,191,346,Roubaix
363,Mountain Biking,2020-05-17 11:05:29,Kozákov a Semily,40.01,1350.0,0 days 01:59:16,148,183,4.8,20.1,61.4,904,931,0,0,0,0.0,0,0,0,0,11.0,0 days 01:58:42,0 days 02:09:38,288,737,Rockhopper
364,Mountain Biking,2020-05-16 11:16:11,Pár kopečků v Českém ráji 🚴‍♂️🚴‍♂️🚴‍♂️🚴‍♂️🚴‍♀️🚴‍♀️🚴‍♀️🚴‍♀️,51.7,1488.0,0 days 02:46:21,134,182,4.1,18.6,66.6,915,978,0,0,0,0.0,0,0,0,0,8.0,0 days 02:44:46,0 days 04:54:37,263,625,Rockhopper
365,Road Cycling,2020-05-08 14:03:29,7. 💯 - Kotce 2020,114.82,2302.0,0 days 04:29:17,134,168,3.8,25.6,51.3,1099,920,74,113,0,0.0,0,0,0,18046,17.0,0 days 04:28:50,0 days 04:58:33,180,402,Roubaix
366,Mountain Biking,2020-05-07 13:49:48,Praha Horská cyklistika,89.58,2403.0,0 days 04:18:49,139,179,4.4,20.8,51.7,943,1044,0,0,0,0.0,0,0,0,0,12.0,0 days 04:15:28,0 days 06:35:01,193,496,Rockhopper
367,Mountain Biking,2020-05-01 13:13:52,Karlštejn s Karin 🚴‍♂️🚴‍♀️ + VKP vrchol 15. Výhled z křesla (7/20),74.94,1604.0,0 days 04:18:27,110,174,1.9,17.4,57.6,710,763,0,0,0,0.0,0,0,0,0,12.0,0 days 04:16:54,0 days 06:29:51,196,412,Rockhopper
368,Road Cycling,2020-04-28 15:54:38,Praha Silniční cyklistika,59.73,1181.0,0 days 02:17:39,133,166,3.3,26.0,55.4,479,487,71,117,0,0.0,0,0,0,8345,19.0,0 days 02:16:55,0 days 02:35:11,201,314,Roubaix
369,Road Cycling,2020-04-26 14:06:10,6. 💯 Řevnice,124.36,2846.0,0 days 04:37:02,145,175,4.9,26.9,64.9,1287,1291,76,129,0,0.0,0,0,0,19189,13.0,0 days 04:36:24,0 days 04:58:00,196,530,Roubaix
370,Road Cycling,2020-04-23 15:31:57,Praha SilniÄnÃ­ cyklistika,54.52,1187.0,0 days 02:02:19,138,179,3.5,26.7,51.8,573,550,76,108,0,0.0,0,0,0,8646,17.0,0 days 02:02:05,0 days 02:07:41,194,393,Roubaix
371,Road Cycling,2020-04-22 17:42:13,Ulovit radotínský segment a u Vodičky na domácím písečku :-),56.47,1395.0,0 days 02:07:39,146,178,4.1,26.5,51.7,614,612,77,122,0,0.0,0,0,0,9009,11.0,0 days 02:07:23,0 days 02:10:17,192,385,Roubaix
372,Mountain Biking,2020-04-20 16:34:04,"Relaxační s Karin Šáreckým údolím 🚴‍♂️🚴‍♀️ + 2 vrcholy VKP: 14. Na Babě,",37.99,804.0,0 days 02:23:28,104,157,1.1,15.9,42.2,441,438,0,0,0,0.0,0,0,0,0,9.0,0 days 02:21:55,0 days 02:59:40,145,343,Rockhopper
373,Road Cycling,2020-04-18 12:06:15,5. 💯 Křivoklát,126.42,3010.0,0 days 05:04:17,146,177,5.0,24.9,64.0,1776,1766,73,111,0,0.0,0,0,0,19853,16.0,0 days 05:01:38,0 days 05:45:42,193,622,Roubaix
374,Road Cycling,2020-04-15 15:36:24,na lovu segmentů,74.69,1698.0,0 days 02:47:05,144,183,4.3,26.8,51.3,885,877,74,117,0,0.0,0,0,0,11119,12.0,0 days 02:46:53,0 days 02:52:39,195,491,Roubaix
375,Mountain Biking,2020-04-12 13:32:19,Relaxační Kunratice s Karin + VKP (3/20) vrchol č. 13 - Malý Hrádek,36.82,758.0,0 days 02:07:11,106,154,1.5,17.4,41.7,270,263,0,0,0,0.0,0,0,0,0,20.0,0 days 02:06:25,0 days 02:50:20,197,319,Rockhopper
376,Road Cycling,2020-04-11 11:57:05,4. 💯 Solvayovy lomy + VKP (2/20) - vrchol 3. Solvayovy lomy,117.13,2895.0,0 days 04:29:55,148,173,5.0,26.0,58.0,1437,1434,75,107,0,0.0,0,0,0,17870,14.0,0 days 04:29:16,0 days 04:51:18,194,443,Roubaix
377,Road Cycling,2020-04-09 16:12:47,Jílové VKP 2020 (1/20) - vrchol 19. Boží skála,57.2,1438.0,0 days 02:12:13,146,174,4.1,26.0,56.3,638,646,74,111,0,0.0,0,0,0,8760,15.0,0 days 02:11:55,0 days 02:20:49,196,445,Roubaix
378,Road Cycling,2020-04-07 15:38:46,Praha Silniční cyklistika,63.5,1432.0,0 days 02:21:33,143,180,4.0,26.9,65.2,534,535,71,152,0,0.0,0,0,0,8918,17.0,0 days 02:21:13,0 days 02:32:25,194,407,Roubaix
379,Road Cycling,2020-04-05 14:49:53,Relaxační s Karin,41.92,763.0,0 days 02:17:54,103,138,0.9,18.2,31.7,171,165,0,0,0,0.0,0,0,0,0,14.0,0 days 02:11:22,0 days 02:41:58,185,214,Roubaix
380,Road Cycling,2020-04-04 13:22:57,3. 💯 - Všetaty-Mělník-Velvary,115.79,2674.0,0 days 04:29:30,146,176,4.8,25.8,59.4,847,862,75,126,0,0.0,0,0,0,18013,9.0,0 days 04:17:07,0 days 04:43:48,159,317,Roubaix
381,Mountain Biking,2020-04-02 16:22:57,Praha Horská cyklistika,41.95,915.0,0 days 01:44:15,132,156,3.0,24.1,37.3,154,156,0,0,0,0.0,0,0,0,0,9.0,0 days 01:43:59,0 days 01:46:03,191,214,Rockhopper
382,Mountain Biking,2020-04-01 15:33:28,Praha Horská cyklistika,41.84,997.0,0 days 01:46:11,135,167,3.1,23.6,43.8,184,180,0,0,0,0.0,0,0,0,0,6.0,0 days 01:45:49,0 days 01:50:20,181,242,Rockhopper
383,Road Cycling,2020-03-28 11:05:27,2. 💯 Suchomasty 🚴‍♂️ 100k through Český kras,107.05,2588.0,0 days 04:04:24,150,179,5.0,26.3,59.7,1210,1207,72,111,0,0.0,0,0,0,16241,14.0,0 days 04:04:02,0 days 04:24:53,192,467,Roubaix
384,Indoor Cycling,2020-03-26 17:02:36,5 Min. Strength Intervals,30.01,691.0,0 days 01:04:05,145,176,3.6,28.1,37.1,0,0,67,89,212,76.8,236,182,336,4327,21.0,0 days 01:04:04,0 days 01:04:05,0,0,Tacx
385,Indoor Cycling,2020-03-24 15:26:12,20 Min. Climbing Intervals,50.07,1133.0,0 days 01:40:47,150,181,4.9,29.8,55.1,0,0,71,126,210,184.1,263,188,291,7232,20.0,0 days 01:40:46,0 days 01:40:47,0,0,Tacx
386,Indoor Cycling,2020-03-22 14:39:20,Zone 2 Aerobic,22.23,397.0,0 days 00:58:36,113,121,1.9,22.8,26.5,0,0,55,63,115,24.9,120,114,133,3205,19.0,0 days 00:58:06,0 days 00:58:36,0,0,Tacx
387,Indoor Cycling,2020-03-21 16:52:06,Zone 2 Aerobic,50.06,1003.0,0 days 01:40:23,142,176,3.6,29.9,37.8,0,0,72,93,185,110.0,190,167,265,7225,20.0,0 days 01:40:15,0 days 01:40:23,0,0,Tacx
388,Indoor Cycling,2020-03-19 12:55:28,Max. Effort Intervals,40.05,838.0,0 days 01:24:39,142,180,3.7,28.4,46.8,0,0,69,114,199,107.5,219,167,355,5801,16.0,0 days 01:23:27,0 days 01:26:42,0,0,Tacx
389,Indoor Cycling,2020-03-17 16:14:51,Corontena 1,50.06,1119.0,0 days 01:36:59,150,169,4.3,31.0,36.1,0,0,74,87,201,125.7,222,193,280,7226,13.0,0 days 01:36:56,0 days 01:36:59,0,0,Tacx
390,Road Cycling,2020-03-15 10:54:27,1. 💯🚴‍♂️  Nymburk,109.69,2880.0,0 days 04:06:36,152,173,5.0,26.7,51.2,681,667,73,113,0,0.0,0,0,0,16738,6.0,0 days 04:05:16,0 days 04:33:50,183,331,Roubaix
391,Road Cycling,2020-03-12 14:59:19,"Bude foukat, říkali. A taky pršet, říkali. A fakt, že JO 🌦🚴‍♂️",50.01,1316.0,0 days 02:02:28,145,179,4.0,24.5,46.1,460,494,72,107,0,0.0,0,0,0,7733,7.0,0 days 02:01:30,0 days 02:11:32,176,384,Roubaix
392,Road Cycling,2020-03-10 14:27:24,"1. jarní"" silniční do Jílového 🌬🚴‍♂️""",55.38,1525.0,0 days 02:10:16,151,181,4.9,25.5,52.2,666,659,75,116,0,0.0,0,0,0,8754,2.0,0 days 02:09:42,0 days 02:14:39,187,447,Roubaix
393,Indoor Cycling,2020-03-08 18:42:00,FTP test - 227,20.02,431.0,0 days 00:44:05,135,177,3.2,27.2,33.6,0,0,76,95,192,53.0,212,164,283,3382,20.0,0 days 00:44:03,0 days 00:44:05,0,0,Tacx
394,Indoor Cycling,2020-03-05 17:35:08,Your Choice: Zone 3 or 5 Intervals,25.01,590.0,0 days 00:55:19,145,182,3.7,27.1,35.4,0,0,76,100,218,86.1,230,178,348,4256,18.0,0 days 00:55:17,0 days 00:55:19,0,0,Tacx
395,Indoor Cycling,2020-03-03 17:41:53,Zone 2 Aerobic,30.03,533.0,0 days 01:02:34,124,139,2.3,28.8,34.6,0,0,80,97,144,42.2,151,142,172,5046,18.0,0 days 01:02:31,0 days 01:02:34,0,0,Tacx
396,Mountain Biking,2020-03-01 14:02:23,Praha Horská cyklistika,47.87,1204.0,0 days 02:14:25,137,176,3.8,21.4,48.2,476,488,0,0,0,0.0,0,0,0,0,8.0,0 days 02:14:01,0 days 02:20:05,210,376,Rockhopper
397,Indoor Cycling,2020-02-27 17:55:47,5 Min. Strength Intervals,24.41,628.0,0 days 01:00:48,139,173,3.4,24.1,33.6,0,0,68,94,212,100.2,230,175,318,4141,17.0,0 days 01:00:40,0 days 01:00:48,0,0,Tacx
398,Indoor Cycling,2020-02-25 17:25:43,10 Min. Threshold Intervals,28.54,680.0,0 days 01:05:00,146,172,3.8,26.3,31.3,0,0,74,87,197,92.9,209,176,252,4839,20.0,0 days 01:04:52,0 days 01:05:00,0,0,Tacx
399,Mountain Biking,2020-02-22 12:47:58,Praha - Zone 2 Aerobic,52.37,1386.0,0 days 02:20:10,140,175,4.1,22.4,49.3,524,510,0,0,0,0.0,0,0,0,0,6.0,0 days 02:19:15,0 days 02:24:16,196,388,Rockhopper
400,Indoor Cycling,2020-02-20 18:10:00,5 Min. Strength Intervals,24.37,644.0,0 days 01:00:02,146,176,3.7,24.4,47.9,0,0,68,140,216,103.3,231,181,609,4137,19.0,0 days 00:59:52,0 days 01:00:04,0,0,Tacx
401,Indoor Cycling,2020-02-18 17:43:09,10 Min. Threshold Intervals,30.02,719.0,0 days 01:07:05,151,176,4.0,26.8,32.8,0,0,75,94,202,101.0,209,180,251,5081,16.0,0 days 01:07:01,0 days 01:07:15,0,0,Tacx
402,Mountain Biking,2020-02-16 09:07:03,5. MTB vyjížďka s Decathlonem,81.79,2573.0,0 days 04:21:17,144,184,5.0,18.8,51.8,989,1024,0,0,0,0.0,0,0,0,0,3.0,0 days 04:19:03,0 days 07:20:19,191,458,Rockhopper
403,Indoor Cycling,2020-02-06 17:46:42,5 Min. Strength Intervals,24.51,627.0,0 days 01:00:09,144,178,3.5,24.4,33.0,0,0,69,93,210,97.6,231,176,324,4152,15.0,0 days 01:00:02,0 days 01:00:09,0,0,Tacx
404,Indoor Cycling,2020-02-04 18:51:40,10 Min. Threshold Intervals,29.63,661.0,0 days 01:05:01,146,169,3.4,27.3,33.6,0,0,76,95,189,85.3,195,171,234,4980,16.0,0 days 01:04:54,0 days 01:05:01,0,0,Tacx
405,Mountain Biking,2020-02-01 13:43:28,Prokopské údolí,46.52,1278.0,0 days 02:12:44,143,178,3.7,21.0,44.2,414,424,0,0,0,0.0,0,0,0,0,10.0,0 days 02:12:17,0 days 02:24:40,260,404,Rockhopper
406,Indoor Cycling,2020-01-30 19:18:51,Your Choice: Zone 3 or 5 Intervals,24.4,524.0,0 days 00:58:32,140,164,3.1,25.0,32.9,0,0,69,92,168,60.6,185,151,223,4097,15.0,0 days 00:58:19,0 days 00:58:32,0,0,Tacx
407,Indoor Cycling,2020-01-28 18:06:04,Zone 2 Aerobic,25.47,476.0,0 days 01:01:40,119,136,2.1,24.8,28.7,0,0,68,79,130,38.4,137,129,151,4254,17.0,0 days 01:01:27,0 days 01:01:40,0,0,Tacx
408,Indoor Cycling,2020-01-23 19:22:00,30 Sec. Intervals (30 Times),27.67,626.0,0 days 01:01:12,153,188,4.3,27.1,50.9,0,0,75,136,220,109.3,230,183,426,4529,17.0,0 days 01:01:05,0 days 01:01:12,0,0,Tacx
409,Indoor Cycling,2020-01-21 17:28:54,Zone 5 Intervals (4 Times in 60 Min.),36.1,761.0,0 days 01:23:53,140,182,3.4,25.8,40.3,0,0,72,109,194,116.4,188,154,428,6052,19.0,0 days 01:23:40,0 days 01:24:36,0,0,Tacx
410,Mountain Biking,2020-01-18 12:55:10,Praha - Zone 2 Aerobic,43.09,975.0,0 days 01:49:56,138,159,3.4,23.5,38.5,149,158,0,0,0,0.0,0,0,0,0,0.0,0 days 01:48:52,0 days 01:53:09,172,199,Rockhopper
411,Indoor Cycling,2020-01-16 17:23:50,30 Sec. Intervals (30 Times),28.11,625.0,0 days 01:00:02,149,185,4.0,28.1,47.3,0,0,78,127,218,104.6,226,185,387,4621,15.0,0 days 00:59:58,0 days 01:00:02,0,0,Tacx
412,Indoor Cycling,2020-01-14 17:14:23,Zone 5 Intervals (4 Times),28.18,598.0,0 days 01:05:01,136,180,3.2,26.0,50.9,0,0,72,120,187,83.9,188,156,351,4682,16.0,0 days 01:04:53,0 days 01:05:01,0,0,Tacx
413,Mountain Biking,2020-01-12 13:49:37,Praha - Zone 2 Aerobic,18.14,566.0,0 days 01:00:49,136,178,3.1,17.9,42.2,225,226,0,0,0,0.0,0,0,0,0,2.0,0 days 00:59:14,0 days 01:04:27,172,254,Rockhopper
414,Mountain Biking,2020-01-11 13:00:01,Novoroční šílenství 2020 - Pedal.cz,31.82,1280.0,0 days 01:31:09,166,187,5.0,20.9,48.0,300,295,0,0,0,0.0,0,0,0,0,1.0,0 days 01:31:05,0 days 01:31:09,169,333,Rockhopper
415,Indoor Cycling,2020-01-09 17:06:34,30 Sec. Intervals (30 Times),28.55,611.0,0 days 01:01:04,158,194,4.9,28.0,48.6,0,0,77,123,212,100.6,221,178,360,4699,16.0,0 days 01:01:00,0 days 01:01:04,0,0,Tacx
416,Indoor Cycling,2020-01-07 17:31:52,Zone 5 Intervals (4 Times) - new FTP 212,26.04,547.0,0 days 01:02:01,145,194,3.7,25.2,49.1,0,0,69,135,190,86.5,185,150,357,4306,16.0,0 days 01:01:51,0 days 01:02:52,0,0,Tacx
417,Indoor Cycling,2020-01-06 16:49:18,Jízda na kole uvnitř,12.01,227.0,0 days 00:27:44,128,148,2.2,26.0,29.5,0,0,71,82,139,20.5,145,136,165,1990,18.0,0 days 00:27:37,0 days 00:27:44,0,0,Tacx
418,Indoor Cycling,2019-12-20 15:26:09,5 Min. Tempo Intervals,26.28,553.0,0 days 00:57:21,138,159,3.2,27.5,37.4,0,0,75,102,178,69.9,184,163,234,4346,20.0,0 days 00:57:12,0 days 00:57:26,0,0,Tacx
419,Indoor Cycling,2019-12-17 10:49:33,Jízda na kole uvnitř,28.43,554.0,0 days 01:00:04,125,140,2.4,28.4,30.8,0,0,77,84,155,55.7,163,154,184,4677,18.0,0 days 01:00:01,0 days 01:02:13,0,0,Tacx
420,Indoor Cycling,2019-12-05 10:09:50,Zone 2 Aerobic,28.73,577.0,0 days 01:00:02,131,141,2.5,28.7,31.3,0,0,78,87,161,60.3,166,160,175,4720,15.0,0 days 00:59:54,0 days 01:00:02,0,0,Tacx
421,Indoor Cycling,2019-12-04 17:32:47,Your Choice: Zone 3 or 5 Intervals,28.35,625.0,0 days 01:00:01,141,164,3.4,28.3,35.1,0,0,77,95,188,81.5,202,174,236,4662,14.0,0 days 00:59:59,0 days 01:00:01,0,0,Tacx
422,Indoor Cycling,2019-12-02 19:53:22,FTP test - 207 W,20.41,461.0,0 days 00:45:00,138,174,3.2,27.2,32.7,0,0,74,89,189,67.4,211,171,264,3352,15.0,0 days 00:44:59,0 days 00:45:00,0,0,Tacx
423,Indoor Cycling,2019-11-28 18:08:01,Zone 5 Intervals (3 Times),27.2,562.0,0 days 01:02:45,136,183,3.2,26.0,50.6,0,0,71,139,195,101.0,194,152,430,4455,17.0,0 days 01:02:30,0 days 01:02:45,0,0,Tacx
424,Indoor Cycling,2019-11-27 17:15:21,Aerobic with Tempo Intervals,27.46,543.0,0 days 00:58:10,133,162,3.0,28.3,34.4,0,0,77,95,167,68.5,186,157,235,4508,16.0,0 days 00:58:03,0 days 00:59:09,0,0,Tacx
425,Indoor Cycling,2019-11-25 20:06:29,Zone 2 Aerobic,25.31,493.0,0 days 01:00:06,118,126,2.1,25.3,28.2,0,0,68,76,138,48.4,143,137,154,4131,18.0,0 days 01:00:05,0 days 01:00:06,0,0,Tacx
426,Mountain Biking,2019-11-24 12:15:16,Cukrák - Zone 2 Aerobic,43.07,1242.0,0 days 01:52:00,148,175,4.5,23.1,47.3,382,389,0,0,0,0.0,0,0,0,0,3.0,0 days 01:51:02,0 days 01:54:00,186,408,Rockhopper
